ID_LEXEMA 	LÍNEA 	COLUMNA 	TOKEN                	LEXEMA
2         	53    	6       	SEPARATOR            	~
4         	53    	7       	LPAR                 	<|
33        	53    	10      	BOOL_LIT             	true
10        	53    	15      	RPAR                 	|>
12        	53    	18      	EXCLAMATION          	!
31        	54    	2       	COUT                 	cout
2         	54    	6       	SEPARATOR            	~
4         	54    	7       	LPAR                 	<|
19        	54    	10      	MINUS                	-
66        	54    	11      	FRAC_LIT             	6//7
10        	54    	16      	RPAR                 	|>
12        	54    	19      	EXCLAMATION          	!
49        	55    	2       	RETURN               	return
2         	55    	8       	SEPARATOR            	~
64        	55    	9       	ID                   	_s1_
12        	55    	13      	EXCLAMATION          	!
49        	56    	2       	RETURN               	return
2         	56    	8       	SEPARATOR            	~
20        	56    	9       	INT_LIT              	1
28        	56    	10      	PLUS                 	+
67        	56    	11      	ID                   	_f_
4         	56    	15      	LPAR                 	<|
10        	56    	19      	RPAR                 	|>
12        	56    	22      	EXCLAMATION          	!
21        	57    	2       	RBLOCK               	:|
